case,element,region_group,time_s,anzahl_punkte,t_mean,t_flaechen_summe,kontaktflaeche_summe,q_summe,q_dot_avg_mean,t_flaechengewichtet
Case2,Element3,bottom_surface,10.0,571,0.8816851969883475,0.000673286994815959,0.0007629576253401433,0.0018166549524017755,2.4330142203198104,0.8824697105763809
Case2,Element3,bottom_surface,13.0,571,0.8790747201150225,0.0006712705866869801,0.0007629576253401433,0.0018245338252588733,2.44255245327751,0.8798268270635776
Case2,Element3,bottom_surface,17.0,571,0.8757184351977967,0.000668687238909968,0.0007629576253401433,0.0018338116817134694,2.4536792511560344,0.8764408621145278
Case2,Element3,bottom_surface,22.0,571,0.8716790512294942,0.0006655829078003242,0.0007629576253401433,0.001843949091142669,2.46569059005176,0.8723720501562492
Case2,Element3,bottom_surface,28.0,571,0.8670405743128107,0.0006620215787833085,0.0007629576253401433,0.0018543380045230632,2.477810249007952,0.8677042561677849
Case2,Element3,bottom_surface,36.0,571,0.8611933747451739,0.0006575351797544981,0.0007629576253401433,0.0018656980969629202,2.490782897932258,0.8618239832931147
Case2,Element3,bottom_surface,47.0,571,0.8537234826614746,0.0006518063313571279,0.0007629576253401433,0.0018778184153436027,2.5042013209750182,0.854315245969969
Case2,Element3,bottom_surface,61.0,571,0.8450342297606682,0.0006451442121739455,0.0007629576253401433,0.0018891183420297487,2.5161422092742636,0.8455832810981161
Case2,Element3,bottom_surface,79.0,571,0.8350425899126018,0.0006374848754181732,0.0007629576253401433,0.0018986993473237457,2.5254190843061854,0.8355442743415382
Case2,Element3,bottom_surface,102.0,571,0.8239208937129424,0.0006289602014563253,0.0007629576253401433,0.0019050426939751217,2.530116246734634,0.824371079817075
Case2,Element3,bottom_surface,133.0,571,0.8113805615170359,0.0006193489606368312,0.0007629576253401433,0.001905877861104025,2.5271862385628823,0.8117737343023629
Case2,Element3,bottom_surface,172.0,571,0.7986562403051235,0.0006095974842664843,0.0007629576253401433,0.001898305011958291,2.5132450014990133,0.7989925836244344
Case2,Element3,bottom_surface,222.0,571,0.7860823395230677,0.0005999622356049827,0.0007629576253401433,0.0018791313296095372,2.48423524545536,0.7863637713005441
Case2,Element3,bottom_surface,288.0,571,0.7739912246443127,0.000590698267299412,0.0007629576253401433,0.0018439625283423683,2.4345331086228033,0.7742215919738212
Case2,Element3,bottom_surface,373.0,571,0.7631885149230011,0.000582423245354041,0.0007629576253401433,0.0017905177035668829,2.3614246874653366,0.7633756135465373
Case2,Element3,bottom_surface,483.0,571,0.7538441203621393,0.0005752677120878415,0.0007629576253401433,0.0017169942074268072,2.2626272763851007,0.7539969363716295
Case2,Element3,bottom_surface,625.0,571,0.7458187214786822,0.0005691252432549534,0.0007629576253401433,0.0016237693341102563,2.138619425949436,0.7459460713840101
Case2,Element3,bottom_surface,810.0,571,0.7382183451232117,0.0005633112588434077,0.0007629576253401433,0.0015090509555898818,1.9868163967972676,0.7383257472422157
Case2,Element3,bottom_surface,1048.0,571,0.7311209720688385,0.000557886146114267,0.0007629576253401433,0.001380417360057223,1.8172278026489712,0.731215112851843
Case2,Element3,bottom_surface,1358.0,571,0.7232919574486614,0.0005519047926863966,0.0007629576253401433,0.0012377984312993394,1.6294686824436622,0.7233754200180454
Case2,Element3,bottom_surface,1758.0,571,0.714122860730316,0.0005449020338371447,0.0007629576253401433,0.001088578489243649,1.433127502050672,0.7141969825574721
Case2,Element3,bottom_surface,2276.0,571,0.7028736179085655,0.0005363124527317391,0.0007629576253401433,0.0009347794597855968,1.2307825515874937,0.7029387149681336
Case2,Element3,bottom_surface,2948.0,571,0.6888349298181624,0.0005255948178359063,0.0007629576253401433,0.0007804813279489356,1.0277804143841616,0.6888912311500716
Case2,Element3,bottom_surface,3817.0,571,0.6711401556589777,0.0005120879846395762,0.0007629576253401433,0.0006284516211534011,0.8277635619844445,0.6711879764112406
Case2,Element3,bottom_surface,4943.0,571,0.648548806716593,0.000494845746022276,0.0007629576253401433,0.00048492630792472825,0.6389396127994689,0.6485887676942254
Case2,Element3,bottom_surface,6401.0,571,0.6195332976917353,0.00047270283734879417,0.0007629576253401433,0.0003574824855535353,0.4712728077166482,0.6195663057146232
Case2,Element3,bottom_surface,8289.0,571,0.5824521111483645,0.00044440701083090677,0.0007629576253401433,0.0002537338413674835,0.334767440775532,0.5824792833452321
Case2,Element3,bottom_surface,10734.0,571,0.535984058191445,0.0004089502645709978,0.0007629576253401433,0.00017740407969125138,0.2343092616737736,0.5360065238075035
Case2,Element3,bottom_surface,13900.0,571,0.4796287939333065,0.00036595071055421186,0.0007629576253401433,0.0001265579026336107,0.16734558418328344,0.4796474907647237
Case2,Element3,bottom_surface,18000.0,571,0.4140402808891841,0.0003159070264113622,0.0007629576253401433,9.412927719713363e-05,0.12458204823150291,0.41405579539299303
Case2,Element3,lateral,10.0,661,0.875205383947534,0.00043306645854533367,0.0004945009177327859,-0.00908188277116285,-13.230031395559225,0.875764721592186
Case2,Element3,lateral,13.0,661,0.8728420356906227,0.00043187065092624785,0.0004945009177327859,-0.008911092491541346,-12.93765476892578,0.8733465104702159
Case2,Element3,lateral,17.0,661,0.8697025676497485,0.0004302918985746883,0.0004945009177327859,-0.008693002483922567,-12.580331562767135,0.8701538928330276
Case2,Element3,lateral,22.0,661,0.8658781482228721,0.0004283768270555767,0.0004945009177327859,-0.008435023647131185,-12.169818193185169,0.8662811568067893
Case2,Element3,lateral,28.0,661,0.8614567299403276,0.0004261698876262749,0.0004945009177327859,-0.008144242567903687,-11.717568407838657,0.8618181935439094
Case2,Element3,lateral,36.0,661,0.855858809525171,0.0004233824849695221,0.0004945009177327859,-0.007784504045300802,-11.168201204602031,0.8561813937791434
Case2,Element3,lateral,47.0,661,0.8486865659821115,0.00041981725323415837,0.0004945009177327859,-0.007333018632583093,-10.488007951099961,0.8489716362083995
Case2,Element3,lateral,61.0,661,0.840328496656419,0.00041566683485922133,0.0004945009177327859,-0.0068157258745062226,-9.715375519354424,0.8405784902584059
Case2,Element3,lateral,79.0,661,0.8307070053492013,0.00041089179960940563,0.0004945009177327859,-0.006228680818395599,-8.843073905829579,0.8309222184931107
Case2,Element3,lateral,102.0,661,0.8199898050160637,0.00040557462906815354,0.0004945009177327859,-0.005583195065237273,-7.886833072456319,0.8201696185472288
Case2,Element3,lateral,133.0,661,0.8078991362388093,0.00039957712326417683,0.0004945009177327859,-0.004865160475990023,-6.825338668966596,0.808041216781112
Case2,Element3,lateral,172.0,661,0.7956249289382231,0.00039348937354916216,0.0004945009177327859,-0.004148432478348578,-5.767766969727339,0.7957303200836374
Case2,Element3,lateral,222.0,661,0.7834883768316068,0.0003874707300048966,0.0004945009177327859,-0.003456010547014089,-4.748443513683544,0.7835591727137596
Case2,Element3,lateral,288.0,661,0.7718074212756432,0.0003816791128237854,0.0004945009177327859,-0.0028128651613293977,-3.8049892898302122,0.7718471273495874
Case2,Element3,lateral,373.0,661,0.7613569284759908,0.00037649900779267436,0.0004945009177327859,-0.0022691597812770684,-3.011900089212287,0.7613717068895788
Case2,Element3,lateral,483.0,661,0.7522977521117329,0.00037201038001785137,0.0004945009177327859,-0.0018401226874513116,-2.3919911382958094,0.7522946200453264
Case2,Element3,lateral,625.0,661,0.7444918292795538,0.0003681448836704846,0.0004945009177327859,-0.001523650128451752,-1.9420707498480008,0.744477655083786
Case2,Element3,lateral,810.0,661,0.7370715817883723,0.00036447249112303874,0.0004945009177327859,-0.001278191759441297,-1.6010945327250692,0.7370511925318393
Case2,Element3,lateral,1048.0,661,0.7301042710307803,0.0003610266155152321,0.0004945009177327859,-0.001118084115781587,-1.3888154905399968,0.7300828018085106
Case2,Element3,lateral,1358.0,661,0.7223876755423096,0.0003572114480706842,0.0004945009177327859,-0.0009914330301263852,-1.228604372935343,0.7223676140146439
Case2,Element3,lateral,1758.0,661,0.713321745246672,0.00035272965605602524,0.0004945009177327859,-0.0008820138433528594,-1.0951219040385927,0.7133043507244414
Case2,Element3,lateral,2276.0,661,0.7021740901573076,0.00034721868868508335,0.0004945009177327859,-0.0007767730507385565,-0.9687122573794099,0.7021598468957956
Case2,Element3,lateral,2948.0,661,0.6882352947468047,0.00034032759149719483,0.0004945009177327859,-0.0006743902567377118,-0.8466492933161104,0.6882243880507783
Case2,Element3,lateral,3817.0,661,0.6706374888646764,0.0003316271447915106,0.0004945009177327859,-0.0005758377217281173,-0.729829585608236,0.6706299885386915
Case2,Element3,lateral,4943.0,661,0.648136536888185,0.00032050203769711346,0.0004945009177327859,-0.0004846480045726221,-0.6222804566000536,0.6481323415264187
Case2,Element3,lateral,6401.0,661,0.6192011003946961,0.0003061948988366818,0.0004945009177327859,-0.0004039790220881159,-0.5272369340259077,0.6191998596090388
Case2,Element3,lateral,8289.0,661,0.5821865039247577,0.0002878922922371915,0.0004945009177327859,-0.000335980923498019,-0.44645382730896527,0.582187579260996
Case2,Element3,lateral,10734.0,661,0.5357707343481247,0.0002649403878466301,0.0004945009177327859,-0.00028051632261889543,-0.37904513533426304,0.535773298584243
Case2,Element3,lateral,13900.0,661,0.4794553439775646,0.00023709270232647245,0.0004945009177327859,-0.00023523758561850184,-0.3219198950543035,0.47945856888093896
Case2,Element3,lateral,18000.0,661,0.4138984632582865,0.00020467477169497174,0.0004945009177327859,-0.00019611947409882628,-0.2704656858346676,0.41390170241417457
Case2,Element3,support,10.0,231,0.8695209789926499,7.30212150016988e-05,8.402635133317372e-05,-0.0064638240410737615,-78.04905794545441,0.8690275591303691
Case2,Element3,support,13.0,231,0.8674426591961684,7.284815699268192e-05,8.402635133317372e-05,-0.006228437536432825,-75.20336499073098,0.8669679908369574
Case2,Element3,support,17.0,231,0.8645940128727032,7.261045827343906e-05,8.402635133317372e-05,-0.005977437781764772,-72.16980606209798,0.8641391316103995
Case2,Element3,support,22.0,231,0.8610541443312157,7.231471833786812e-05,8.402635133317372e-05,-0.005717902375815618,-69.03398936640772,0.860619522215505
Case2,Element3,support,28.0,231,0.8569016245960699,7.196749084207597e-05,8.402635133317372e-05,-0.005457257370519718,-65.88564900280579,0.8564871579002277
Case2,Element3,support,36.0,231,0.8515865005079641,7.152276058446498e-05,8.402635133317372e-05,-0.005165373930597268,-62.360902249004276,0.8511944104399984
Case2,Element3,support,47.0,231,0.8447243685204936,7.094832726008474e-05,8.402635133317372e-05,-0.004826628756901146,-58.27115076383898,0.8443580630886474
Case2,Element3,support,61.0,231,0.8366903028037862,7.027560118940762e-05,8.402635133317372e-05,-0.004457881613640326,-53.8198355713875,0.8363519309645749
Case2,Element3,support,79.0,231,0.8274167435093088,6.949895608896974e-05,8.402635133317372e-05,-0.004051695868822928,-48.91700249741021,0.8271090555080601
Case2,Element3,support,102.0,231,0.8170711678963833,6.863244291753562e-05,8.402635133317372e-05,-0.0036119080344123138,-43.608794920591116,0.8167966575794828
Case2,Element3,support,133.0,231,0.8053879539657808,6.765382108508179e-05,8.402635133317372e-05,-0.003126423771317188,-37.74911519067393,0.8051500512836378
Case2,Element3,support,172.0,231,0.7935174422992158,6.665944358587879e-05,8.402635133317372e-05,-0.0026437434084603355,-31.923265872724322,0.7933159363491432
Case2,Element3,support,222.0,231,0.7817687519800149,6.567519071442397e-05,8.402635133317372e-05,-0.0021788177912998264,-26.31164340196908,0.7816023148977946
Case2,Element3,support,288.0,231,0.7704457306253684,6.472648760375749e-05,8.402635133317372e-05,-0.001748496261058474,-21.11756776726829,0.7703117721619239
Case2,Element3,support,373.0,231,0.7602949418097821,6.387585136828993e-05,8.402635133317372e-05,-0.0013865989671673809,-16.74921197026239,0.7601883261004059
Case2,Element3,support,483.0,231,0.7514685760574896,6.313600490233376e-05,8.402635133317372e-05,-0.0011034397540769815,-13.331042293325561,0.7513833922407575
Case2,Element3,support,625.0,231,0.7438298826137351,6.249546698225555e-05,8.402635133317372e-05,-0.0008975193949442195,-10.84496257426932,0.7437603322135713
Case2,Element3,support,810.0,231,0.7365344901401069,6.188346473501607e-05,8.402635133317372e-05,-0.0007409834327091476,-8.95476488969165,0.7364768760414376
Case2,Element3,support,1048.0,231,0.7296424999835339,6.130499003485907e-05,8.402635133317372e-05,-0.0006428893731655515,-7.7698225621204156,0.7295924321618827
Case2,Element3,support,1358.0,231,0.7219808316112201,6.066169413761377e-05,8.402635133317372e-05,-0.0005683455714898656,-6.869006682230068,0.7219365493698933
Case2,Element3,support,1758.0,231,0.7129593558188037,5.990406231504291e-05,8.402635133317372e-05,-0.0005059127988209645,-6.1143072560408775,0.7129199514747072
Case2,Element3,support,2276.0,231,0.7018532295649988,5.897124502903306e-05,8.402635133317372e-05,-0.00044667153026174455,-5.398088213993662,0.7018184663904493
Case2,Element3,support,2948.0,231,0.6879542652964569,5.7803743317135195e-05,8.402635133317372e-05,-0.0003894135565555324,-4.705804040241031,0.6879239952706859
Case2,Element3,support,3817.0,231,0.6703944063528386,5.632861485751583e-05,8.402635133317372e-05,-0.00033455507281479835,-4.04250514886852,0.6703684494661285
Case2,Element3,support,4943.0,231,0.6479282646783218,5.444120174113431e-05,8.402635133317372e-05,-0.00028399060756195883,-3.4311097236844024,0.647906292220984
Case2,Element3,support,6401.0,231,0.6190235491323683,5.2012740240652123e-05,8.402635133317372e-05,-0.0002393056602919684,-2.8908122348178673,0.6190051027494445
Case2,Element3,support,8289.0,231,0.5820351442357244,4.8904990301576126e-05,8.402635133317372e-05,-0.00020144421598831814,-2.4330614335464937,0.5820196822263823
Case2,Element3,support,10734.0,231,0.5356414370938846,4.500690289645207e-05,8.402635133317372e-05,-0.00017010358746518065,-2.0542288637305743,0.5356284330137667
Case2,Element3,support,13900.0,231,0.4793450303689985,4.027669250049584e-05,8.402635133317372e-05,-0.00014388164613234788,-1.7373745738215116,0.47933406439123283
Case2,Element3,support,18000.0,231,0.4138055272865424,3.476979778609252e-05,8.402635133317372e-05,-0.00012058805991436674,-1.4560077947533339,0.4137963535775396
Case2,Element3,top_surface,10.0,619,0.8820134214868524,0.0007641602846627977,0.0008656523693318589,-0.0002927751680562748,-0.4897595317531543,0.8827565333791019
Case2,Element3,top_surface,13.0,619,0.879357316991911,0.0007618317882490644,0.0008656523693318589,-0.0002872599205194312,-0.48154638365258773,0.8800666586716248
Case2,Element3,top_surface,17.0,619,0.8759502452236786,0.0007588558158931981,0.0008656523693318589,-0.0002802683035595189,-0.4706826933499443,0.8766288209652909
Case2,Element3,top_surface,22.0,619,0.8718592011680812,0.0007552882760491704,0.0008656523693318589,-0.0002720235456252396,-0.4575506163767771,0.8725076056016904
Case2,Element3,top_surface,28.0,619,0.867169181977722,0.0007512025600984882,0.0008656523693318589,-0.0002627498212520015,-0.4425131008579652,0.8677877941676436
Case2,Element3,top_surface,36.0,619,0.8612638656062491,0.0007460616888311893,0.0008656523693318589,-0.0002512947622762573,-0.42368719157339857,0.8618490692828878
Case2,Element3,top_surface,47.0,619,0.8537258215948276,0.0007395025286032056,0.0008656523693318589,-0.0002369335332986771,-0.3998600137122225,0.854271939640135
Case2,Element3,top_surface,61.0,619,0.8449621232867399,0.0007318791116734297,0.0008656523693318589,-0.00022048796466480553,-0.37241649999022264,0.8454653826435199
Case2,Element3,top_surface,79.0,619,0.8348890392554613,0.0007231182735113568,0.0008656523693318589,-0.00020182733973906475,-0.3411755347611415,0.835344878764076
Case2,Element3,top_surface,102.0,619,0.823680661988029,0.0007133711877040804,0.0008656523693318589,-0.00018130559339652927,-0.3067611268763426,0.8240850634472191
Case2,Element3,top_surface,133.0,619,0.8110474283250239,0.0007023860387767598,0.0008656523693318589,-0.00015846754304330447,-0.26842856076466437,0.8113950399268083
Case2,Element3,top_surface,172.0,619,0.7982347659986537,0.0006912458996433157,0.0008656523693318589,-0.00013565561363844387,-0.230119410315538,0.7985259720098078
Case2,Element3,top_surface,222.0,619,0.7855815503442749,0.0006802456740825443,0.0008656523693318589,-0.00011359458598505601,-0.1930531584484114,0.785818531990598
Case2,Element3,top_surface,288.0,619,0.7734255242398879,0.0006696794789032006,0.0008656523693318589,-9.306992783152461e-05,-0.15854586559847095,0.773612483057238
Case2,Element3,top_surface,373.0,619,0.7625798758635144,0.0006602546995696358,0.0008656523693318589,-7.567262698739495e-05,-0.12926737506040276,0.7627249955767391
Case2,Element3,top_surface,483.0,619,0.7532173626373416,0.0006521219445458582,0.0008656523693318589,-6.188346814564996e-05,-0.1060234318743356,0.7533300521653847
Case2,Element3,top_surface,625.0,619,0.745198193514233,0.0006451600484583699,0.0008656523693318589,-5.163621300153183e-05,-0.08870365455139619,0.7452876828100491
Case2,Element3,top_surface,810.0,619,0.7376239554617668,0.000638588490749209,0.0008656523693318589,-4.360576548191321e-05,-0.07508088832872623,0.7376962316201989
Case2,Element3,top_surface,1048.0,619,0.7305706522068067,0.0006324739178164296,0.0008656523693318589,-3.826276873232297e-05,-0.06595461324472407,0.73063268839037
Case2,Element3,top_surface,1358.0,619,0.7227970133756275,0.0006257382858800418,0.0008656523693318589,-3.395646081652203e-05,-0.05855242266402474,0.7228516989597207
Case2,Element3,top_surface,1758.0,619,0.7136888067237165,0.0006178486619802476,0.0008656523693318589,-3.0185089022348158e-05,-0.052040278630743945,0.7137376201686192
Case2,Element3,top_surface,2276.0,619,0.702503278556676,0.0006081611592222644,0.0008656523693318589,-2.6537370342211996e-05,-0.04572986978972524,0.7025466350790036
Case2,Element3,top_surface,2948.0,619,0.6885289106100281,0.0005960596947290902,0.0008656523693318589,-2.2979259973944957e-05,-0.03956914993316526,0.6885670459022138
Case2,Element3,top_surface,3817.0,619,0.670897797595392,0.0005807929848020287,0.0008656523693318589,-1.9547149317050817e-05,-0.033622938345482314,0.6709309711129252
Case2,Element3,top_surface,4943.0,619,0.6483667768364783,0.0005612850237537127,0.0008656523693318589,-1.6365674252348205e-05,-0.02810821871775786,0.6483954109510869
Case2,Element3,top_surface,6401.0,619,0.619404874229441,0.0005362106175974757,0.0008656523693318589,-1.3550204315486903e-05,-0.02322754748965228,0.6194295037987848
Case2,Element3,top_surface,8289.0,619,0.5823670402879857,0.0005041457563894594,0.0008656523693318589,-1.1184115922492905e-05,-0.019129389341362886,0.5823882360289465
Case2,Element3,top_surface,10734.0,619,0.5359302114567136,0.00046394506402285023,0.0008656523693318589,-9.270382506613256e-06,-0.015822512581915023,0.5359484713025616
Case2,Element3,top_surface,13900.0,619,0.4795947179416777,0.00041517587357810313,0.0008656523693318589,-7.730557685336635e-06,-0.013172541626122965,0.47961039360240015
Case2,Element3,top_surface,18000.0,619,0.4140175495914763,0.0003584067469496209,0.0008656523693318589,-6.422758959040153e-06,-0.010932859071456387,0.4140308045667938
Case3,Element1,bottom_surface,10.0,30389,0.00032483837650875477,1.6516332917741327e-05,0.047839565705118915,-5.164317356515742e-06,-9.567812190623776e-05,0.00034524420684642733
Case3,Element1,bottom_surface,13.0,30389,0.0003939425261746515,2.0023258319760745e-05,0.047839565705118915,8.892140217160762e-06,0.00018013129529570294,0.0004185501691880581
Case3,Element1,bottom_surface,17.0,30389,0.0004833842315400968,2.4563271766507083e-05,0.047839565705118915,3.835662680602261e-05,0.000757514167402259,0.000513450977333575
Case3,Element1,bottom_surface,22.0,30389,0.0005944037225196765,3.020125035798117e-05,0.047839565705118915,8.55611451157146e-05,0.0016813426228992066,0.000631302770266361
Case3,Element1,bottom_surface,28.0,30389,0.0007276559944374528,3.697259247913565e-05,0.047839565705118915,0.00015146444662727759,0.0029687200094811535,0.000772845487499472
Case3,Element1,bottom_surface,36.0,30389,0.0009060721967847181,4.6045851367199847e-05,0.047839565705118915,0.0002471925934099864,0.004832413881230002,0.0009625056308208262
Case3,Element1,bottom_surface,47.0,30389,0.0011530263793600238,5.8612932291128365e-05,0.047839565705118915,0.00038327306442600837,0.007464853175283706,0.0012251978342030952
Case3,Element1,bottom_surface,61.0,30389,0.0014697827572759644,7.473398707229585e-05,0.047839565705118915,0.0005558560339207719,0.010768903787510303,0.001562179463186456
Case3,Element1,bottom_surface,79.0,30389,0.0018807146215818382,9.562740807064174e-05,0.047839565705118915,0.000772107159460779,0.014845808112303434,0.0019989188166984018
Case3,Element1,bottom_surface,102.0,30389,0.002411442259051344,0.0001225401004592459,0.047839565705118915,0.0010378203152179592,0.019756703994972466,0.002561480202696194
Case3,Element1,bottom_surface,133.0,30389,0.0031367428276201717,0.00015913647609561252,0.047839565705118915,0.0013786215213448744,0.025911396282035933,0.003326461554365337
Case3,Element1,bottom_surface,172.0,30389,0.004064558904421905,0.0002056285877475298,0.047839565705118915,0.0017848428768925683,0.033091369065601596,0.004298295453077811
Case3,Element1,bottom_surface,222.0,30389,0.005277939221635367,0.0002659290443314547,0.047839565705118915,0.0022759048894404215,0.04162074541882351,0.005558767944730733
Case3,Element1,bottom_surface,288.0,30389,0.006917599071616187,0.00034670025484269027,0.047839565705118915,0.0028812242546027707,0.05199622211208616,0.007247144695663337
Case3,Element1,bottom_surface,373.0,30389,0.009085440613558794,0.00045263878631617726,0.047839565705118915,0.003598174425040147,0.06414414197907285,0.009461598984953664
Case3,Element1,bottom_surface,483.0,30389,0.011973984737616142,0.0005928842314713872,0.047839565705118915,0.00442977139255458,0.07802264955911081,0.012393177545254087
Case3,Element1,bottom_surface,625.0,30389,0.015825933711871545,0.0007790268818834164,0.047839565705118915,0.005356626458730987,0.0930955363117815,0.016284154557031423
Case3,Element1,bottom_surface,810.0,30389,0.020988863493775104,0.0010278394472531195,0.047839565705118915,0.006392584311183101,0.10936432358464088,0.021485133322252107
Case3,Element1,bottom_surface,1048.0,30389,0.027921147311164372,0.001361146099009463,0.047839565705118915,0.007401873247305995,0.12386619823968315,0.028452308856637847
Case3,Element1,bottom_surface,1358.0,30389,0.03732053623752447,0.001812528777095021,0.047839565705118915,0.008348388230526062,0.13540846681692642,0.03788765116028379
Case3,Element1,bottom_surface,1758.0,30389,0.050020062920157114,0.002421892616637213,0.047839565705118915,0.009082379139351768,0.1406228855139309,0.05062530524557137
Case3,Element1,bottom_surface,2276.0,30389,0.06720714014436567,0.0032461710196150457,0.047839565705118915,0.009502261895705735,0.1369945574915903,0.06785536138902908
Case3,Element1,bottom_surface,2948.0,30389,0.09040583696106064,0.004358420050225365,0.047839565705118915,0.009487212609379209,0.12164622803589269,0.09110492509673862
Case3,Element1,bottom_surface,3817.0,30389,0.12117609579362211,0.005833462648476594,0.047839565705118915,0.008979350962492184,0.09299254493648597,0.12193803523288263
Case3,Element1,bottom_surface,4943.0,30389,0.16121105809686473,0.007752515759917612,0.047839565705118915,0.007937961321704958,0.04979563463404261,0.16205238583694082
Case3,Element1,bottom_surface,6401.0,30389,0.21165682280721534,0.010170553247283989,0.047839565705118915,0.0063937632368694115,-0.007442406352543805,0.2125971065451316
Case3,Element1,bottom_surface,8289.0,30389,0.2727256915725333,0.013097680704077826,0.047839565705118915,0.004453896460506535,-0.07593942633005415,0.27378343659746796
Case3,Element1,bottom_surface,10734.0,30389,0.3433900380123176,0.01648439692281464,0.047839565705118915,0.002307158879485846,-0.15017482716912103,0.3445766423638495
Case3,Element1,bottom_surface,13900.0,30389,0.42152008198546626,0.020228248344000707,0.047839565705118915,0.0001795526867224987,-0.22307537372659597,0.422835116620556
Case3,Element1,bottom_surface,18000.0,30389,0.5047080444696875,0.024213553229043578,0.047839565705118915,-0.0017642672157396793,-0.28931599280989695,0.5061407408732536
Case3,Element1,lateral,10.0,14242,3.532775644141054e-09,8.39868975895301e-11,0.023940287671334656,-3.412819434302076e-10,-1.0547045447301147e-08,3.5081824722638298e-09
Case3,Element1,lateral,13.0,14242,7.726157787039567e-09,1.8383260774651612e-10,0.023940287671334656,-8.541205231278258e-10,-2.9921580161518714e-08,7.678796941384771e-09
Case3,Element1,lateral,17.0,14242,2.731576416694673e-08,6.513649755414639e-10,0.023940287671334656,-3.614493084990389e-09,-1.4371675616602196e-07,2.720790094437285e-08
Case3,Element1,lateral,22.0,14242,1.0166019628567264e-07,2.4280739572778956e-09,0.023940287671334656,-1.4582982354675644e-08,-6.064696160674349e-07,1.0142208776318067e-07
Case3,Element1,lateral,28.0,14242,3.5066104060889753e-07,8.383048623126495e-09,0.023940287671334656,-5.174177205616598e-08,-2.186939420030256e-06,3.501649077159625e-07
Case3,Element1,lateral,36.0,14242,1.2909448308322262e-06,3.088023554666913e-08,0.023940287671334656,-1.9156245579475578e-07,-8.152319849850313e-06,1.2898857344828044e-06
Case3,Element1,lateral,47.0,14242,4.8663240255291395e-06,1.1644729853826076e-07,0.023940287671334656,-7.164420415605926e-07,-3.055868109524269e-05,4.864072651795704e-06
Case3,Element1,lateral,61.0,14242,1.571761566919785e-05,3.761824764515483e-07,0.023940287671334656,-2.2836557847118596e-06,-9.74130553168496e-05,1.571336491925188e-05
Case3,Element1,lateral,79.0,14242,4.515485612268652e-05,1.0808535154633145e-06,0.023940287671334656,-6.455384935181181e-06,-0.0002751151749589484,4.51478917171699e-05
Case3,Element1,lateral,102.0,14242,0.00011572748245718655,2.7703241758710418e-06,0.023940287671334656,-1.624098052141155e-05,-0.0006910980183539892,0.00011571808216774858
Case3,Element1,lateral,133.0,14242,0.000279904993216266,6.700789352653976e-06,0.023940287671334656,-3.836975639990641e-05,-0.00162893591667029,0.0002798959412955296
Case3,Element1,lateral,172.0,14242,0.0005976864769112757,1.4308731028271414e-05,0.023940287671334656,-7.969778857917256e-05,-0.003373089875120274,0.0005976841725842851
Case3,Element1,lateral,222.0,14242,0.0011711248130233448,2.8037394887909718e-05,0.023940287671334656,-0.0001506709236856532,-0.006349432967615311,0.0011711385958607678
Case3,Element1,lateral,288.0,14242,0.00216322047516396,5.178903262945001e-05,0.023940287671334656,-0.00026470669170329216,-0.011082698396811651,0.0021632585765233125
Case3,Element1,lateral,373.0,14242,0.003729292587756706,8.928169395081082e-05,0.023940287671334656,-0.00042615295303898547,-0.017672197769177098,0.0037293492532971483
Case3,Element1,lateral,483.0,14242,0.006087037068845817,0.00014572628580265405,0.023940287671334656,-0.0006330345719960743,-0.025877084283512413,0.006087073296831855
Case3,Element1,lateral,625.0,14242,0.009493246620822954,0.00022726909068947505,0.023940287671334656,-0.0008691665175907365,-0.034767400808646015,0.009493164568845172
Case3,Element1,lateral,810.0,14242,0.014264504869967085,0.00034148787115244046,0.023940287671334656,-0.0011242970330726085,-0.04366586766221021,0.014264150700299532
Case3,Element1,lateral,1048.0,14242,0.020908751367506972,0.0005005394772508687,0.023940287671334656,-0.0013363449359736243,-0.04939970411562138,0.020907830520775193
Case3,Element1,lateral,1358.0,14242,0.03008553226756206,0.0007202116404055001,0.023940287671334656,-0.0014825434030624211,-0.05063710296040703,0.030083666925517307
Case3,Element1,lateral,1758.0,14242,0.04263198924917756,0.0010205442222173907,0.023940287671334656,-0.0015301720041484804,-0.045702542824498,0.04262873680667414
Case3,Element1,lateral,2276.0,14242,0.05971520184502879,0.00142947834555378,0.023940287671334656,-0.0015053121356802797,-0.0357345382490676,0.0597101574207645
Case3,Element1,lateral,2948.0,14242,0.08282661302559403,0.0019827237727229117,0.023940287671334656,-0.0014943107115289315,-0.02489621892527374,0.08281954669646524
Case3,Element1,lateral,3817.0,14242,0.11347035964411803,0.002716296780909294,0.023940287671334656,-0.0016446194231936235,-0.020313451498140976,0.11346132587043646
Case3,Element1,lateral,4943.0,14242,0.15327291976416935,0.003669144303164983,0.023940287671334656,-0.0021470385663330243,-0.03119217698776912,0.15326233141125956
Case3,Element1,lateral,6401.0,14242,0.2033249401340968,0.004867384145530917,0.023940287671334656,-0.0031696266646417622,-0.06566279567771817,0.20331351955135313
Case3,Element1,lateral,8289.0,14242,0.2638203255787147,0.006315662312556165,0.023940287671334656,-0.004779249944513385,-0.12722829006708009,0.263808956653363
Case3,Element1,lateral,10734.0,14242,0.33376970590836047,0.00799029124518828,0.023940287671334656,-0.006867827157110763,-0.2114442265086064,0.3337591993414349
