case,element,region_group,time_s,anzahl_punkte,t_mean,t_flaechen_summe,kontaktflaeche_summe,q_summe,q_dot_avg_mean,t_flaechengewichtet
Case4,Element2,support,1048.0,3216,1.134628290971681,0.0014658010921352216,0.0012946627232060372,-0.13840377513499644,-135.0438199710449,1.1321876082949125
Case4,Element2,support,1358.0,3216,1.1106128698667141,0.0014348801480971432,0.0012946627232060372,-0.13102271941354932,-127.83407474811791,1.1083042111105808
Case4,Element2,support,1758.0,3216,1.075660063565553,0.001389861193089571,0.0012946627232060372,-0.12088642469091543,-117.9404301256729,1.073531482892926
Case4,Element2,support,2276.0,3216,1.0286724356042318,0.0013293219436679943,0.0012946627232060372,-0.10805048894497021,-105.41755426058089,1.026770849149135
Case4,Element2,support,2948.0,3216,0.9701491820296916,0.0012538941100736596,0.0012946627232060372,-0.09315078829111725,-90.88525099992341,0.9685102440955277
Case4,Element2,support,3817.0,3216,0.9023342305236848,0.0011664590307943902,0.0012946627232060372,-0.07723984520666669,-75.36849036509096,0.9009752191720096
Case4,Element2,support,4943.0,3216,0.8285193787840636,0.0010712485202115166,0.0012946627232060372,-0.06164529677431405,-60.160365007193064,0.8274344360195457
Case4,Element2,support,6401.0,3216,0.752118457137305,0.0009726548653915624,0.0012946627232060372,-0.04758816173808813,-46.45028144328377,0.7512805056925785
Case4,Element2,support,8289.0,3216,0.6756648827787856,0.0008739375044020118,0.0012946627232060372,-0.035978119483607574,-35.12480011516574,0.6750310244801343
Case4,Element2,support,10734.0,3216,0.5999463657089259,0.0007761081080167999,0.0012946627232060372,-0.02717569506781767,-26.5357523861456,0.5994674088513842
Case4,Element2,support,13900.0,3216,0.5240861256959987,0.0006780369105590765,0.0012946627232060372,-0.02094148402920967,-20.450449788688463,0.5237170256049547
Case4,Element2,support,18000.0,3216,0.4462309410653307,0.0005773416823471094,0.0012946627232060372,-0.016520066051654844,-16.133055078482304,0.4459398359114022
Case4,Element2,top_surface,10.0,32518,1.8695023979229348,0.11448514673794154,0.060908021356895506,-0.4308249483724957,-7.112399848384545,1.8796398928657772
Case4,Element2,top_surface,13.0,32518,1.8693468397491328,0.1144755053730706,0.060908021356895506,-0.4307964904014627,-7.111953516414652,1.8794815990211216
Case4,Element2,top_surface,17.0,32518,1.8689591896397888,0.11445140430097206,0.060908021356895506,-0.4307231988019429,-7.110794882383741,1.879085902829362
Case4,Element2,top_surface,22.0,32518,1.8682229572209363,0.11440551993277046,0.060908021356895506,-0.4305820946907934,-7.108560455968001,1.8783325641527904
Case4,Element2,top_surface,28.0,32518,1.8670010157275831,0.11432921856384662,0.060908021356895506,-0.43034520626985445,-7.104808143118135,1.8770798331130356
Case4,Element2,top_surface,36.0,32518,1.8648683010457427,0.1141958440113253,0.060908021356895506,-0.4299264994662778,-7.098176014210139,1.874890063201782
Case4,Element2,top_surface,47.0,32518,1.8612337423523924,0.11396832574416361,0.060908021356895506,-0.429202973244234,-7.086713428903757,1.8711546230726646
Case4,Element2,top_surface,61.0,32518,1.855858927462926,0.11363175983227616,0.060908021356895506,-0.42811838903761257,-7.069518660503547,1.8656288170394113
Case4,Element2,top_surface,79.0,32518,1.8482315677206298,0.11315426934824657,0.060908021356895506,-0.42655786472956,-7.044745342605963,1.8577892833722167
Case4,Element2,top_surface,102.0,32518,1.8379120064529126,0.11250874183760323,0.060908021356895506,-0.42441435940755057,-7.01064985717521,1.8471908844050131
Case4,Element2,top_surface,133.0,32518,1.8236505047825884,0.11161772177114891,0.060908021356895506,-0.4213945479856212,-6.962487373002391,1.8325619398652895
Case4,Element2,top_surface,172.0,32518,1.805728688123337,0.110499629315525,0.060908021356895506,-0.4175067805006704,-6.900294853083153,1.8142048757099403
Case4,Element2,top_surface,222.0,32518,1.7832321860561628,0.10909830660982074,0.060908021356895506,-0.41247221225630853,-6.819495508521258,1.791197681017256
Case4,Element2,top_surface,288.0,32518,1.7546705941690401,0.107322041320879,0.060908021356895506,-0.40581947150286973,-6.712358589483951,1.7620346044737978
Case4,Element2,top_surface,373.0,32518,1.7198442640867408,0.10515965460708816,0.060908021356895506,-0.3973092372858867,-6.574824535877012,1.7265321096362105
Case4,Element2,top_surface,483.0,32518,1.6778501722135377,0.10255654961282346,0.060908021356895506,-0.38646583912772214,-6.398944315240453,1.6837938144778175
Case4,Element2,top_surface,625.0,32518,1.6281676915936283,0.09948231408506973,0.060908021356895506,-0.37283583516233326,-6.177032292635901,1.633320404584234
Case4,Element2,top_surface,810.0,32518,1.5685625390299518,0.09579987883555585,0.060908021356895506,-0.35560442900366657,-5.895607839963134,1.5728614507801635
Case4,Element2,top_surface,1048.0,32518,1.5012524888774548,0.09165095110008156,0.060908021356895506,-0.3347029596798712,-5.552815479067726,1.5047435306270311
Case4,Element2,top_surface,1358.0,32518,1.424198843087457,0.08691142277328545,0.060908021356895506,-0.3093118916662222,-5.134964509928586,1.4269290125847447
Case4,Element2,top_surface,1758.0,32518,1.339306823583941,0.08170172381020575,0.060908021356895506,-0.27970445425686874,-4.6461083880367005,1.3413951395903645
Case4,Element2,top_surface,2276.0,32518,1.246608692427955,0.07602449232076705,0.060908021356895506,-0.2460331514094753,-4.088704335852226,1.248185224656952
Case4,Element2,top_surface,2948.0,32518,1.1477367928545783,0.06997924090710166,0.060908021356895506,-0.2094041038833932,-3.4811735011448497,1.1489330854642708
Case4,Element2,top_surface,3817.0,32518,1.0442393018978695,0.06365809261455353,0.060908021356895506,-0.17138407963746463,-2.8498619347982266,1.0451512164800718
Case4,Element2,top_surface,4943.0,32518,0.9392636405076216,0.05725092204498661,0.060908021356895506,-0.13441751988808884,-2.2356855380691116,0.9399570166550013
Case4,Element2,top_surface,6401.0,32518,0.8363380018760469,0.050971298895382613,0.060908021356895506,-0.10112711430713422,-1.6824502705015945,0.8368569157207084
Case4,Element2,top_surface,8289.0,32518,0.7386009718165588,0.04501000266379022,0.060908021356895506,-0.07378157598745516,-1.2279466120876437,0.738983169393247
Case4,Element2,top_surface,10734.0,32518,0.6470780175626532,0.039429402625322504,0.060908021356895506,-0.05341457182767202,-0.8893668158686342,0.6473597688272077
Case4,Element2,top_surface,13900.0,32518,0.5602597839474946,0.034137287354815096,0.060908021356895506,-0.039518760187788105,-0.6582792594732427,0.5604727685173827
Case4,Element2,top_surface,18000.0,32518,0.4747818100835231,0.028928141637745836,0.060908021356895506,-0.030255366193875498,-0.5041332302503876,0.4749479788259585
Case4,Element3,bottom_surface,10.0,571,0.9725172667686215,0.0007427078809978267,0.0007629576253401433,0.0037813980329399043,5.01748425258531,0.9734588872700646
Case4,Element3,bottom_surface,13.0,571,0.9697687616103721,0.0007405816799789164,0.0007629576253401433,0.003788335219557419,5.025747358245061,0.9706720994481821
Case4,Element3,bottom_surface,17.0,571,0.9662131457514278,0.0007378431735456958,0.0007629576253401433,0.003794963335080518,5.033339395820008,0.9670827697891466
Case4,Element3,bottom_surface,22.0,571,0.9619248396163192,0.000734546506937029,0.0007629576253401433,0.0037999462643048773,5.038504914201217,0.9627618658500884
Case4,Element3,bottom_surface,28.0,571,0.9569938839594407,0.0007307600285209318,0.0007629576253401433,0.0038018620219058587,5.039397863676233,0.9577989710701731
Case4,Element3,bottom_surface,36.0,571,0.9507677988980663,0.0007259825959774147,0.0007629576253401433,0.0037988307038556955,5.033336287332752,0.9515372438328481
Case4,Element3,bottom_surface,47.0,571,0.9427920499091357,0.0007198657083306796,0.0007629576253401433,0.003787279447715103,5.01549416736677,0.9435199078189273
Case4,Element3,bottom_surface,61.0,571,0.9334741845500131,0.0007127217855680501,0.0007629576253401433,0.003764741418930315,4.982805904494919,0.9341564484007917
Case4,Element3,bottom_surface,79.0,571,0.922688023319151,0.0007044538072134821,0.0007629576253401433,0.003727726734282978,4.930695201314528,0.923319701928952
Case4,Element3,bottom_surface,102.0,571,0.9105614411274607,0.0006951596105316093,0.0007629576253401433,0.0036726999355536317,4.854615656459414,0.9111379026085386
Case4,Element3,bottom_surface,133.0,571,0.8966737456155387,0.0006845168390424773,0.0007629576253401433,0.003591132756448514,4.743309969395611,0.8971885414177553
Case4,Element3,bottom_surface,172.0,571,0.8822608749378252,0.0006734728496978366,0.0007629576253401433,0.0034835656635329414,4.59792824629094,0.8827133084849733
Case4,Element3,bottom_surface,222.0,571,0.8675413838890961,0.0006621954692255356,0.0007629576253401433,0.0033447640010112025,4.411721698157072,0.8679321724195551
Case4,Element3,bottom_surface,288.0,571,0.8526826275932914,0.0006508135407921106,0.0007629576253401433,0.003167796528268203,4.175712693377034,0.8530140065144033
Case4,Element3,bottom_surface,373.0,571,0.8384765472967709,0.0006399343772581219,0.0007629576253401433,0.0029567083100750136,3.89546870240571,0.8387548089224812
Case4,Element3,bottom_surface,483.0,571,0.8250586898835934,0.0006296623924644377,0.0007629576253401433,0.002714488329456817,3.5749734306738334,0.8252914336936084
Case4,Element3,bottom_surface,625.0,571,0.8123507598284141,0.0006199380743007225,0.0007629576253401433,0.002449222654920799,3.2248172097815533,0.8125458789724271
Case4,Element3,bottom_surface,810.0,571,0.7993523898698377,0.0006099956075281429,0.0007629576253401433,0.0021564556702245875,2.8389138728282868,0.7995143993169915
Case4,Element3,bottom_surface,1048.0,571,0.7866370016469705,0.0006002748175139795,0.0007629576253401433,0.0018695846912380337,2.461208694980848,0.7867734689018461
Case4,Element3,bottom_surface,1358.0,571,0.7729664537227979,0.0005898279984643678,0.0007629576253401433,0.0015865294759467741,2.0886966776251787,0.7730809403751743
Case4,Element3,bottom_surface,1758.0,571,0.7581674962323336,0.0005785228462111227,0.0007629576253401433,0.0013272448921493733,1.747513528222224,0.758263404148041
Case4,Element3,bottom_surface,2276.0,571,0.7416904083303566,0.0005659392326361974,0.0007629576253401433,0.0010932676038058508,1.4396160816499062,0.7417702030094913
Case4,Element3,bottom_surface,2948.0,571,0.7230964807657255,0.0005517423706526888,0.0007629576253401433,0.0008865099065989651,1.167516365963525,0.7231625352806585
Case4,Element3,bottom_surface,3817.0,571,0.7015711274246654,0.0005353104345228496,0.0007629576253401433,0.0007007650549039397,0.9230678307690117,0.7016253809432685
Case4,Element3,bottom_surface,4943.0,571,0.6758506166954394,0.0005156791283019313,0.0007629576253401433,0.0005346409475935277,0.7044557842876421,0.6758948481208641
Case4,Element3,bottom_surface,6401.0,571,0.6441942722814917,0.0004915202793953168,0.0007629576253401433,0.0003903679892545393,0.5146131908621816,0.6442301158942954
Case4,Element3,bottom_surface,8289.0,571,0.6046846799442576,0.00046137094852696813,0.0007629576253401433,0.00027388319957346414,0.3613327451158772,0.6047137261670055
Case4,Element3,bottom_surface,10734.0,571,0.555775516067733,0.00042405125503493615,0.0007629576253401433,0.00018878864715050678,0.24933202659284967,0.5557992225923226
Case4,Element3,bottom_surface,13900.0,571,0.4968730015181904,0.0003791079539957212,0.0007629576253401433,0.00013281185485332483,0.1756097630291123,0.49689254213391804
Case4,Element3,bottom_surface,18000.0,571,0.4286337036933055,0.0003270416503585149,0.0007629576253401433,9.783830177910598e-05,0.12949066986940094,0.42864982208246827
Case4,Element3,lateral,10.0,661,0.9644146972181546,0.00047718448726843384,0.0004945009177327859,-0.010779214933915085,-15.395348028970561,0.9649820054050753
Case4,Element3,lateral,13.0,661,0.9619649397806687,0.0004759434421606965,0.0004945009177327859,-0.010600751113220019,-15.086477960605237,0.962472313181596
Case4,Element3,lateral,17.0,661,0.958657593937032,0.0004742784433024414,0.0004945009177327859,-0.010369639715657563,-14.705027416610998,0.9591052843277591
Case4,Element3,lateral,22.0,661,0.9546083558452261,0.00047224924380425564,0.0004945009177327859,-0.010095659899342531,-14.267336540381928,0.9550017540300009
Case4,Element3,lateral,28.0,661,0.9499150132942253,0.00046990553046117873,0.0004945009177327859,-0.009787004006502826,-13.786909040884892,0.9502622009593564
Case4,Element3,lateral,36.0,661,0.9439598414850838,0.0004669397097996552,0.0004945009177327859,-0.009405645334418622,-13.205778723348903,0.9442645970011648
Case4,Element3,lateral,47.0,661,0.9363069955951817,0.000463135660807769,0.0004945009177327859,-0.008927509806612706,-12.488922062478059,0.9365718933974442
Case4,Element3,lateral,61.0,661,0.927349107620802,0.00045868809561403504,0.0004945009177327859,-0.008379660176416706,-11.676492552220742,0.9275778449857134
Case4,Element3,lateral,79.0,661,0.9169673389118899,0.00045353707373081345,0.0004945009177327859,-0.007756876678853075,-10.759603431772959,0.9171612376579894
Case4,Element3,lateral,102.0,661,0.9052865157694019,0.0004477437726000859,0.0004945009177327859,-0.007069269060680018,-9.752372082515013,0.9054457869419644
Case4,Element3,lateral,133.0,661,0.8919013172873872,0.0004411068752466136,0.0004945009177327859,-0.006298205152988603,-8.627801502177883,0.8920243814086815
Case4,Element3,lateral,172.0,661,0.8780018139405065,0.000434216422652575,0.0004945009177327859,-0.005518292392747358,-7.4954389211063726,0.8780902260877362
Case4,Element3,lateral,222.0,661,0.8637962436756468,0.0004271758401976587,0.0004945009177327859,-0.004748778562765158,-6.38439748225047,0.8638524720160222
Case4,Element3,lateral,288.0,661,0.8494412723843204,0.00042006323087995825,0.0004945009177327859,-0.004009640081427352,-5.325383073519057,0.8494690622737092
Case4,Element3,lateral,373.0,661,0.8356960037864564,0.00041325514507239514,0.0004945009177327859,-0.003351942122137618,-4.393072661546791,0.8357014724403533
Case4,Element3,lateral,483.0,661,0.8226850825387567,0.00040681355014371824,0.0004945009177327859,-0.0027919968179218107,-3.6110276061156075,0.8226750154658937
Case4,Element3,lateral,625.0,661,0.810326316494105,0.0004006976639590546,0.0004945009177327859,-0.0023329784304888406,-2.982455006360474,0.8103072200476282
Case4,Element3,lateral,810.0,661,0.7976468910945702,0.00039442547049813335,0.0004945009177327859,-0.0019324758839841868,-2.445544458361761,0.7976233336563181
Case4,Element3,lateral,1048.0,661,0.785189583450435,0.00038826540193509707,0.0004945009177327859,-0.001626909311331161,-2.047903594674873,0.785166190823744
Case4,Element3,lateral,1358.0,661,0.7717482913108874,0.00038161981358249064,0.0004945009177327859,-0.0013657974591013927,-1.7153452903810038,0.7717272099962149
Case4,Element3,lateral,1758.0,661,0.7571471064856845,0.0003744010940275691,0.0004945009177327859,-0.0011459071905579197,-1.4393612104631295,0.757129219788192
Case4,Element3,lateral,2276.0,661,0.7408433910455324,0.00036634055617411885,0.0004945009177327859,-0.0009553864693684018,-1.2021293200482879,0.7408288701540465
Case4,Element3,lateral,2948.0,661,0.7223987734830509,0.0003572213247878326,0.0004945009177327859,-0.0007930908431628849,-1.0015539780867082,0.7223875871164
Case4,Element3,lateral,3817.0,661,0.70100329398377,0.0003466428965142548,0.0004945009177327859,-0.0006540702512736928,-0.8314295440790636,0.7009954563958377
Case4,Element3,lateral,4943.0,661,0.675394742345004,0.0003339810842461008,0.0004945009177327859,-0.0005365068363724773,-0.6892826797805681,0.6753902212706804
Case4,Element3,lateral,6401.0,661,0.6438331385569585,0.0003183753581196057,0.0004945009177327859,-0.00043845252466877244,-0.5717992843861514,0.6438316830215605
Case4,Element3,lateral,8289.0,661,0.6044002512464206,0.0002988769802661189,0.0004945009177327859,-0.00035891026711733773,-0.4764060949940038,0.60440126509052
Case4,Element3,lateral,10734.0,661,0.5555501059020489,0.00027472133497179175,0.0004945009177327859,-0.0002958701055294045,-0.39948589503577053,0.55555273027874
Case4,Element3,lateral,13900.0,661,0.4966916199470451,0.00024561611481761374,0.0004945009177327859,-0.00024580584254826616,-0.33627846232744457,0.4966949625568494
Case4,Element3,lateral,18000.0,661,0.4284863575218392,0.00021188856003408692,0.0004945009177327859,-0.00020374884745844667,-0.2809785069448343,0.4284897205157169
Case4,Element3,support,10.0,231,0.9578772698603704,8.04383741086001e-05,8.402635133317372e-05,-0.007539781865655811,-91.05360641122974,0.9572993808769954
Case4,Element3,support,13.0,231,0.9557389078242918,8.026042877350091e-05,8.402635133317372e-05,-0.0072826554862683674,-87.9447037538632,0.9551816483767037
Case4,Element3,support,17.0,231,0.9527547086520757,8.001151961372998e-05,8.402635133317372e-05,-0.007006308471778175,-84.60445164141275,0.952219373378186
Case4,Element3,support,22.0,231,0.9490206109612896,7.969962991297672e-05,8.402635133317372e-05,-0.00672233395048292,-81.17303757010494,0.9485075651679664
Case4,Element3,support,28.0,231,0.9446222151277194,7.933189339278024e-05,8.402635133317372e-05,-0.006439746486441696,-77.75937963556231,0.9441311223692262
Case4,Element3,support,36.0,231,0.9389733382505655,7.885926519864726e-05,8.402635133317372e-05,-0.0061263513332838115,-73.97458540364664,0.9385063607720108
Case4,Element3,support,47.0,231,0.9316520737553142,7.824639944995132e-05,8.402635133317372e-05,-0.005765738445834619,-69.62051493264163,0.931212628044454
Case4,Element3,support,61.0,231,0.9230371296515905,7.752500781061317e-05,8.402635133317372e-05,-0.005375451571726178,-64.90884273699733,0.9226273256019174
Case4,Element3,support,79.0,231,0.9130213596193785,7.668614774300048e-05,8.402635133317372e-05,-0.00494663535069363,-59.73244172571984,0.912644028049385
Case4,Element3,support,102.0,231,0.9017307629773593,7.574039369247049e-05,8.402635133317372e-05,-0.004481874182056776,-54.122308008760285,0.9013885821621779
Case4,Element3,support,133.0,231,0.8887747326334056,7.465502338507458e-05,8.402635133317372e-05,-0.003966030979667989,-47.89555859070669,0.8884715592262147
Case4,Element3,support,172.0,231,0.8753040669199479,7.352642790138114e-05,8.402635133317372e-05,-0.0034476386862137636,-41.63791055924245,0.875040112236229
Case4,Element3,support,222.0,231,0.8615170332972036,7.237118933722343e-05,8.402635133317372e-05,-0.0029391335960389947,-35.499391402880185,0.8612915851869339
Case4,Element3,support,288.0,231,0.8475587956564392,7.120141987076859e-05,8.402635133317372e-05,-0.0024541491326947706,-29.644485417057293,0.8473701254556102
Case4,Element3,support,373.0,231,0.8341603047287626,7.007832290528606e-05,8.402635133317372e-05,-0.0020266845182635718,-24.483573341394173,0.8340041164874316
Case4,Element3,support,483.0,231,0.8214374017108854,6.901156381575706e-05,8.402635133317372e-05,-0.0016674775292861513,-20.146272691536264,0.8213085861852863
Case4,Element3,support,625.0,231,0.8093070316323699,6.799415318718619e-05,8.402635133317372e-05,-0.001378063009599874,-16.651163816723397,0.8092003533222798
Case4,Element3,support,810.0,231,0.7968197693359711,6.694649353877425e-05,8.402635133317372e-05,-0.0011302050799070465,-13.657414185466482,0.7967321260127558
Case4,Element3,support,1048.0,231,0.7845016029381483,6.591263821332052e-05,8.402635133317372e-05,-0.0009459973833481865,-11.43193044085496,0.7844281843438573
Case4,Element3,support,1358.0,231,0.771174605258265,6.479382471377096e-05,8.402635133317372e-05,-0.0007916106886187368,-9.566390903406898,0.7711131530257256
Case4,Element3,support,1758.0,231,0.7566669464088746,6.357563591546055e-05,8.402635133317372e-05,-0.0006633898801047309,-8.016830218621449,0.7566154534471712
Case4,Element3,support,2276.0,231,0.740442903630517,6.221310855854809e-05,8.402635133317372e-05,-0.0005531942718039278,-6.68500845851853,0.7403999765724241
Case4,Element3,support,2948.0,231,0.7220651159115342,6.0669499359119963e-05,8.402635133317372e-05,-0.000460010544958462,-5.558715508908343,0.7220294395333046
Case4,Element3,support,3817.0,231,0.7007258658346248,5.887695863937971e-05,8.402635133317372e-05,-0.0003808587056143096,-4.601943915191787,0.7006963613822299
Case4,Element3,support,4943.0,231,0.6751639164830582,5.67295172310843e-05,8.402635133317372e-05,-0.00031454448626177145,-3.8002750705535897,0.6751396000302992
Case4,Element3,support,6401.0,231,0.6436406056035661,5.408109067473945e-05,8.402635133317372e-05,-0.00025961016057923975,-3.1361349052691034,0.6436206001650837
Case4,Element3,support,8289.0,231,0.6042387895340862,5.0770593957833794e-05,8.402635133317372e-05,-0.00021504016752668241,-2.597310923399309,0.604222284465534
Case4,Element3,support,10734.0,231,0.5554138685975407,4.6668248899894924e-05,8.402635133317372e-05,-0.0001793233026513013,-2.1655885700124133,0.555400159110208
Case4,Element3,support,13900.0,231,0.4965763964800438,4.172454010323037e-05,8.402635133317372e-05,-0.0001503151393405337,-1.8150656876216484,0.49656493994113804
Case4,Element3,support,18000.0,231,0.42838980939033905,3.59952318321693e-05,8.402635133317372e-05,-0.0001252769513486282,-1.5126234178566607,0.4283802790560815
Case4,Element3,top_surface,10.0,619,0.9721426236356329,0.0008422815862634884,0.0008656523693318589,-0.00035066314914892214,-0.5885729862969192,0.9730021150564068
Case4,Element3,top_surface,13.0,619,0.9693130406269668,0.0008397951541664854,0.0008656523693318589,-0.00034485937729660145,-0.5800566632276553,0.9701297933426428
Case4,Element3,top_surface,17.0,619,0.9656900278350966,0.0008366276774523026,0.0008656523693318589,-0.00033742695733496753,-0.5686063126944961,0.966470730159315
Case4,Element3,top_surface,22.0,619,0.9613425944717608,0.0008328350435072834,0.0008656523693318589,-0.0003286501996922068,-0.5546975545610047,0.9620894865107282
Case4,Element3,top_surface,28.0,619,0.956358332972759,0.0008284923081592882,0.0008656523693318589,-0.0003187828493878299,-0.5387417456223665,0.9570727667490218
Case4,Element3,top_surface,36.0,619,0.950076628615724,0.0008230235870941526,0.0008656523693318589,-0.0003066054044391383,-0.5187516959292401,0.9507553103902335
Case4,Element3,top_surface,47.0,619,0.9420400501844757,0.0008160309195910392,0.0008656523693318589,-0.0002913450873044202,-0.49343282430486535,0.9426773939530492
Case4,Element3,top_surface,61.0,619,0.9326601207215166,0.0008078722112820077,0.0008656523693318589,-0.00027385783802613066,-0.4642279990510397,0.9332524693550507
Case4,Element3,top_surface,79.0,619,0.9218108949060942,0.0007984376295668247,0.0008656523693318589,-0.00025396706365045607,-0.4308823088190911,0.9223536581816175
Case4,Element3,top_surface,102.0,619,0.9096227794806085,0.0007878404295563601,0.0008656523693318589,-0.00023198442457490195,-0.39395127193410606,0.9101117925252642
Case4,Element3,top_surface,133.0,619,0.8956766038352006,0.0007757163535379207,0.0008656523693318589,-0.0002072986660722745,-0.3524244773975719,0.8961060825567265
Case4,Element3,top_surface,172.0,619,0.8812174344968486,0.0007631481409884446,0.0008656523693318589,-0.00018228293740486518,-0.31030099711861586,0.8815873068971893
Case4,Element3,top_surface,222.0,619,0.8664688156443445,0.0007503306239759205,0.0008656523693318589,-0.0001575387204191947,-0.2685920051906385,0.8667805351876438
Case4,Element3,top_surface,288.0,619,0.8516041042566496,0.0007374153144583185,0.0008656523693318589,-0.00013368766588018347,-0.22833580972933304,0.8518607937589101
Case4,Element3,top_surface,373.0,619,0.8374197376794071,0.00072509506125318,0.0008656523693318589,-0.00011236142740053568,-0.19227764906972875,0.8376284602707597
Case4,Element3,top_surface,483.0,619,0.8240518301789052,0.0007134887536559421,0.0008656523693318589,-9.408420879726763e-05,-0.16130138278974146,0.8242208754151946
Case4,Element3,top_surface,625.0,619,0.8114184059667054,0.0007025255150216879,0.0008656523693318589,-7.897222277307363e-05,-0.13561163069811114,0.8115561626244054
Case4,Element3,top_surface,810.0,619,0.7985158819075814,0.0006913337674673189,0.0008656523693318589,-6.566775121448207e-05,-0.112923275143088,0.7986274767559578
Case4,Element3,top_surface,1048.0,619,0.7859055448760255,0.0006804013448977326,0.0008656523693318589,-5.5393375429434675e-05,-0.09532825342818932,0.785998362625508
Case4,Element3,top_surface,1358.0,619,0.7723438198693001,0.0006686483337579611,0.0008656523693318589,-4.653949766595486e-05,-0.08012122154059106,0.7724213061116526
Case4,Element3,top_surface,1758.0,619,0.7576470068600759,0.0006559151754243544,0.0008656523693318589,-3.9041907129960335e-05,-0.06721799097579485,0.757711985390409
Case4,Element3,top_surface,2276.0,619,0.7412630899388634,0.0006417231798074096,0.0008656523693318589,-3.252672734614215e-05,-0.05599305969924727,0.7413174185645841
Case4,Element3,top_surface,2948.0,619,0.7227522449572154,0.0006256914960880629,0.0008656523693318589,-2.6961404873045607e-05,-0.04639504949384423,0.7227976474794308
Case4,Element3,top_surface,3817.0,619,0.7013023672649591,0.0006071168773595085,0.0008656523693318589,-2.217668582355326e-05,-0.038133490992322445,0.701340282621883
Case4,Element3,top_surface,4943.0,619,0.6756501963836176,0.0005849056726142603,0.0008656523693318589,-1.811233837378475e-05,-0.031106385404108785,0.6756819403910501
Case4,Element3,top_surface,6401.0,619,0.6440537038450055,0.0005575497253298095,0.0008656523693318589,-1.4711044727838534e-05,-0.025220043594529958,0.6440804011893898
Case4,Element3,top_surface,8289.0,619,0.6045923905671067,0.0005233863974668734,0.0008656523693318589,-1.1952880944245872e-05,-0.020447221516880696,0.6046149886597567
Case4,Element3,top_surface,10734.0,619,0.5557178870033277,0.00048107515441498565,0.0008656523693318589,-9.781050401994419e-06,-0.016695824218155846,0.5557371197242797
Case4,Element3,top_surface,13900.0,619,0.49683711131868974,0.00043010239407243996,0.0008656523693318589,-8.078969895111114e-06,-0.01376680247531067,0.4968534821944844
Case4,Element3,top_surface,18000.0,619,0.42861006461204365,0.0003710392379075726,0.0008656523693318589,-6.672708235513998e-06,-0.011358374553136688,0.42862383452372893
Case5,Element1,bottom_surface,10.0,30389,7.996596157164822e-05,4.072243684007518e-06,0.047839565705118915,-1.2059496831109853e-06,-5.7526415539141065e-05,8.512292333731994e-05
Case5,Element1,bottom_surface,13.0,30389,9.699262654666341e-05,4.937613711102863e-06,0.047839565705118915,2.1518582809623594e-06,-5.07599597070521e-06,0.00010321192590957259
Case5,Element1,bottom_surface,17.0,30389,0.00011906136262782437,6.057799361034293e-06,0.047839565705118915,8.657132057265527e-06,0.00010205199519214217,0.00012662739035664152
Case5,Element1,bottom_surface,22.0,30389,0.0001465148323693071,7.448486543758547e-06,0.047839565705118915,1.9447535762326585e-05,0.00028445126152281655,0.00015569720238830566
Case5,Element1,bottom_surface,28.0,30389,0.00017967948256367614,9.125177295563211e-06,0.047839565705118915,3.4051896298155246e-05,0.0005331298707403708,0.00019074540416630083
Case5,Element1,bottom_surface,36.0,30389,0.00022444518938905027,1.1382836623473867e-05,0.047839565705118915,5.470755593163717e-05,0.000885373309327608,0.00023793770816476882
Case5,Element1,bottom_surface,47.0,30389,0.0002870388732282808,1.4529886383057587e-05,0.047839565705118915,8.351961048900605e-05,0.0013756380941730617,0.0003037211180515141
Case5,Element1,bottom_surface,61.0,30389,0.0003682433429233925,1.8598060227024015e-05,0.047839565705118915,0.00011974945183117455,0.001989439823893888,0.00038875896870932484
Case5,Element1,bottom_surface,79.0,30389,0.0004749021265665697,2.3919144779619567e-05,0.047839565705118915,0.00016519453604687263,0.0027547813440550926,0.0004999866622338542
Case5,Element1,bottom_surface,102.0,30389,0.0006144214432462677,3.0846250560220496e-05,0.047839565705118915,0.00022151118571452527,0.0036964980876428182,0.000644785338361044
Case5,Element1,bottom_surface,133.0,30389,0.00080758748582465,4.038322530890286e-05,0.047839565705118915,0.0002946852422947627,0.004910509630215841,0.0008441386269646211
Case5,Element1,bottom_surface,172.0,30389,0.0010576271270843834,5.265659197511415e-05,0.047839565705118915,0.00038298045830977,0.0063644510259426,0.0011006912625354333
Case5,Element1,bottom_surface,222.0,30389,0.001388070331093088,6.878412604908694e-05,0.047839565705118915,0.000490576876147658,0.008123145233427777,0.0014378083294708278
Case5,Element1,bottom_surface,288.0,30389,0.001838696678271631,9.06615576967896e-05,0.047839565705118915,0.0006234500359440026,0.010275361771003817,0.0018951166541858607
Case5,Element1,bottom_surface,373.0,30389,0.0024388690989637146,0.00011967419953602755,0.047839565705118915,0.0007801234640528363,0.012778293953783978,0.00250157370310789
Case5,Element1,bottom_surface,483.0,30389,0.0032427952496110937,0.0001584134608566609,0.047839565705118915,0.0009601122502082652,0.015586225787636316,0.003311348222371308
Case5,Element1,bottom_surface,625.0,30389,0.00431772934309233,0.00021010375591717307,0.047839565705118915,0.0011579870964095356,0.018546206848832122,0.0043918407874403344
Case5,Element1,bottom_surface,810.0,30389,0.0057588817826450455,0.0002793271137574494,0.047839565705118915,0.0013759665297820155,0.02162651818304178,0.005838830466798341
